"id","profesion","actividad","est_civil","sexo_desc","tipo_nacionalidad","edad","estrato","ind_defuncion","ind_interd","n_direccion","comuna","ind_region_rm","avaluo_bbrr","cant_bbrr","avaluo_auto","cant_autos","n_actividad","n_rubros","clean2","tot_docs","tot_mont","ind_morosidad1","ind_morosidad2","ind_consultas_id","status_salud_publica","tramo_salud_publico","cant_personas_fam","cant_vivos_fam","cant_hijos_fam","longitud","latitud","periodo"
"7698"," ","INDUSTRIAL","DIVORCIADO","M","CHILENO",71,"ABC1","V","N",4,"1",0,"2009283",1,0,1,2,2,1,0,0,0,0,0,"S","D",4,4,4,"-70.4036188.93E-4","-23.6661018.93E-4",2017
"7699"," "," ","CASADO","M","CHILENO",71,"D","V","N",1,"24",1,"12130765",1,0,0,0,0,1,0,0,0,0,0,"S","D",3,3,1,"-70.6072628.93E-4","-33.5631188.93E-4",2017
"7700"," ","OBRERO","CASADO","M","CHILENO",72,"E","V","N",1,"1",0,"0",0,4493333,1,0,0,1,0,0,0,0,0,"S","D",4,4,3,"-71.3877118.93E-4","-30.6533818.93E-4",2017
"7701"," ","EMPLEADO","CASADO","M","CHILENO",67,"E","V","N",4,"17",1,"16720816",2,788181,1,0,0,1,0,0,0,0,0,"S","D",4,4,4,"-70.6902168.93E-4","-33.5617528.93E-4",2017
"7702"," ","DUENA DE CASA","CASADO","F","CHILENO",78,"C2","V","N",4,"1",0,"3991598",1,0,0,1,1,1,0,0,0,0,0,"S","D",1,1,0,"-70.3988198.93E-4","-23.6496168.93E-4",2017
"7703"," ","DUENA DE CASA","CASADO","F","CHILENO",68,"C3","V","N",1,"1",1,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",2,2,1,"-70.7102288.93E-4","-33.6392218.93E-4",2017
"7704"," ","AGRICULTOR","CASADO","M","CHILENO",69,"E","V","N",2,"2",1,"7030006",1,2975714,0,0,0,1,0,0,0,0,0,"S","D",3,3,3,"-70.5039988.93E-4","-33.7178198.93E-4",2017
"7705"," ","OPERARIO","CASADO","M","CHILENO",70,"E","V","N",2,"1",1,"0",0,1986281,3,0,0,1,0,0,0,0,1,"S","D",2,1,3,"-70.5659878.93E-4","-33.6195348.93E-4",2017
"7706"," ","EMPLEADO","CASADO","M","CHILENO",70,"C2","V","N",5,"1",0,"35299105",1,1715000,1,3,3,1,0,0,0,0,0,"S","D",3,3,5,"-72.6885538.93E-4","-45.4118588.93E-4",2017
"7707"," ","SOLDADOR","CASADO","M","CHILENO",70,"C3","V","N",3,"1",0,"8175583",1,2706250,1,0,0,1,0,0,0,0,1,"S","D",3,3,3,"-70.7496268.93E-4","-34.1817028.93E-4",2017
"7708"," ","DUENA DE CASA","SOLTERO","F","CHILENO",71,"C3","V","N",3,"30",1,"19990348",1,0,0,0,0,1,0,0,0,0,0,"S","D",1,1,0,"-70.5296638.93E-4","-33.4187938.93E-4",2017
"7709"," ","OBRERO","CASADO","M","CHILENO",72,"E","V","N",1,"2",0,"5264728",2,0,0,0,0,1,0,0,0,0,1,"S","D",2,2,4,"-73.5214778.93E-4","-37.0289348.93E-4",2017
"7710"," ","DUENA DE CASA","CASADO","F","CHILENO",71,"E","V","N",1,"3",0,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",3,3,5,"-72.9852688.93E-4","-36.7313198.93E-4",2017
"7711"," ","EMPLEADO","CASADO","F","CHILENO",72,"D","V","N",2,"1",0,"13233336",1,576888,1,0,0,1,0,0,0,0,0,"S","D",2,2,1,"-70.144188.93E-4","-20.2584788.93E-4",2017
"7712"," ","MARINO","CASADO","M","CHILENO",67,"D","V","N",5,"8",0,"11974059",1,6900000,1,0,0,1,0,0,0,0,0,"S","D",3,3,4,"-73.1544958.93E-4","-37.0961118.93E-4",2017
"7713"," ","OBRERO","CASADO","M","CHILENO",66,"C3","V","N",3,"27",1,"0",0,8552000,1,1,1,1,0,0,0,0,0,"S","D",2,1,3,"-70.5448618.93E-4","-33.4716958.93E-4",2017
"7714"," ","DUENA DE CASA","CASADO","F","CHILENO",74,"ABC1","V","N",1,"1",0,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",2,2,2,"-68.6317448.93E-4","-22.1687728.93E-4",2017
"7715"," ","DUENA DE CASA","CASADO","F","CHILENO",68,"C3","V","N",3,"1",0,"0",0,0,0,1,1,0,37,175.929992675781,0,1,0,"S","D",3,2,3,"-70.2983098.93E-4","-18.5349628.93E-4",2017
"7716"," ","EMPLEADO","CASADO","M","CHILENO",66,"D","V","N",4,"1",0,"5309959",1,1940000,0,1,1,0,0,0,0,0,0,"S","D",4,4,3,"-70.6812748.93E-4","-33.5759858.93E-4",2017
"7717"," ","OBRERO","CASADO","M","CHILENO",70,"D","V","N",1,"2",0,"10627187",1,14980000,5,3,3,1,0,0,0,0,1,"S","D",4,4,4,"-70.8190238.93E-4","-27.0676178.93E-4",2017
"7718"," ","MODISTA","CASADO","F","CHILENO",72,"SIN CLASIFICACION","V","N",1,"9",0,"0",0,0,0,0,0,1,0,0,0,0,1,"S","D",2,2,3,"-73.1708988.93E-4","-36.9945568.93E-4",2017
"7719"," ","OBRERO","CASADO","M","CHILENO",68,"E","V","N",1,"5",0,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",3,3,3,"-72.0232778.93E-4","-38.9830978.93E-4",2017
"7720"," ","OPERARIO","VIUDO","M","CHILENO",69,"D","V","N",7,"1",0,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",2,1,2,"-71.3877118.93E-4","-30.6533818.93E-4",2017
"7721"," ","DUENA DE CASA","CASADO","F","CHILENO",71,"ABC1","V","N",3,"1",0,"82885448",4,25145055,2,3,3,1,0,0,0,0,0,"S","D",3,1,1,"-68.9292458.93E-4","-22.4608698.93E-4",2017
"7722","SIN PROFESION"," ","CASADO","F","CHILENO",75,"D","V","N",4,"1",0,"14572720",1,0,0,0,0,1,0,0,0,0,0,"S","D",2,2,2,"-73.0914388.93E-4","-36.7965518.93E-4",2017
"7723"," ","CHOFER","CASADO","M","CHILENO",69,"E","V","N",3,"2",0,"0",0,3304230,1,0,0,1,0,0,0,0,0,"S","D",2,2,2,"-73.5214778.93E-4","-37.0928348.93E-4",2017
"7724"," ","EMPLEADO","CASADO","M","CHILENO",71,"C3","V","N",4,"1",0,"19602482",1,2962726,2,0,0,1,0,0,0,0,0,"S","D",2,2,3,"-70.6155938.93E-4","-32.9528358.93E-4",2017
"7725","PROFESOR"," ","CASADO","F","CHILENO",71,"D","V","N",8,"5",0,"38400721",1,0,0,0,0,1,0,0,0,0,0,"S","D",2,2,3,"-70.8175818.93E-4","-34.1794668.93E-4",2017
"7726"," ","EMPLEADO","CASADO","M","CHILENO",68,"E","V","N",3,"9",0,"5863293",1,0,0,0,0,1,0,0,0,0,0,"S","D",3,2,2,"-73.1542748.93E-4","-37.0144398.93E-4",2017
"7727"," ","DUENA DE CASA","CASADO","F","CHILENO",66,"E","V","N",1,"5",0,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",4,4,4,"-70.9043668.93E-4","-32.8869638.93E-4",2017
"7728"," "," ","CASADO","M","CHILENO",68,"D","V","N",5,"14",1,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",4,4,9,"-70.728768.93E-4","-33.6093068.93E-4",2017
"7729","CONSTRUCTOR CIVIL"," ","CASADO","M","CHILENO",69,"C3","V","N",4,"1",0,"6153536",1,0,1,5,2,0,1,12.5799999237061,0,1,1,"S","D",5,5,3,"-71.2032018.93E-4","-33.5656518.93E-4",2017
"7730"," ","EMPLEADO","CASADO","M","CHILENO",69,"C3","V","N",3,"10",0,"8959393",2,6623333,2,0,0,1,0,0,0,0,0,"S","D",3,3,3,"-73.7298058.93E-4","-43.1213618.93E-4",2017
"7731"," ","MARINO","VIUDO","M","CHILENO",71,"D","V","N",2,"1",0,"5073997",2,0,0,1,1,1,0,0,0,0,0,"S","D",1,1,0,"-72.6757978.93E-4","-45.3977978.93E-4",2017
"7732"," ","DUENA DE CASA","CASADO","F","CHILENO",79,"D","V","N",2,"1",0,"6052",1,0,0,0,0,1,0,0,0,0,0,"S","D",4,3,5,"-71.2499698.93E-4","-32.8939598.93E-4",2017
"7733"," ","EMPLEADO","CASADO","M","CHILENO",71,"E","V","N",1,"8",0,"5396101",1,0,0,1,1,0,3,13.6000003814697,1,1,0,"S","D",3,3,2,"-70.7216728.93E-4","-34.455948.93E-4",2017
"7734","PARVULARIA(O)"," ","CASADO","F","CHILENO",66,"C3","V","N",4,"1",0,"55119531",3,0,0,1,1,1,0,0,0,0,0,"S","D",2,1,1,"-70.3936848.93E-4","-23.6530828.93E-4",2017
"7735","CONTADOR"," ","SOLTERO","M","CHILENO",71,"C3","V","N",3,"1",1,"25969063",2,0,1,1,1,1,0,0,0,0,0,"S","D",1,1,0,"-70.6509938.93E-4","-33.4564978.93E-4",2017
"7736"," ","VENDEDOR","CASADO","M","CHILENO",65,"C3","V","N",2,"1",0,"0",0,2566666,1,0,0,1,0,0,0,0,0,"S","D",2,2,1,"-71.5549478.93E-4","-33.1257368.93E-4",2017
"7737","PROFESOR"," ","CASADO","F","CHILENO",66,"C3","V","N",2,"1",0,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",2,2,3,"-70.3796628.93E-4","-23.6281748.93E-4",2017
"7738","PROFESOR"," ","CASADO","M","CHILENO",70,"C3","V","N",9,"2",0,"0",0,6173000,2,2,2,1,0,0,0,0,0,"S","D",3,3,2,"-71.6291288.93E-4","-33.0743798.93E-4",2017
"7739"," ","MOTORISTA","SOLTERO","M","CHILENO",69,"E","V","N",3,"1",0,"0",0,4436208,4,0,0,1,0,0,0,0,1,"S","D",3,2,2,"-70.3066648.93E-4","-18.4823218.93E-4",2017
"7740"," ","AGRICULTOR","CASADO","M","CHILENO",71,"D","V","N",1,"3",1,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",4,4,3,"-71.0852818.93E-4","-33.3635038.93E-4",2017
"7741"," ","CHOFER","CASADO","M","CHILENO",70,"ABC1","V","N",3,"7",0,"0",0,4438333,1,1,1,1,0,0,0,0,0,"S","D",2,1,2,"-71.439248.93E-4","-33.3171168.93E-4",2017
"7742"," ","COSMETOLOGA(O)","CASADO","F","CHILENO",74,"E","V","N",2,"29",1,"0",0,0,0,2,2,1,0,0,0,0,0,"S","D",3,2,2,"-70.6373298.93E-4","-33.4434478.93E-4",2017
"7743","PROFESOR"," ","CASADO","F","CHILENO",71,"C3","V","N",5,"8",0,"35296489",2,2020000,1,1,1,1,0,0,0,0,1,"S","D",3,3,3,"-71.8383798.93E-4","-36.9283758.93E-4",2017
"7744"," ","DUENA DE CASA","CASADO","F","CHILENO",71,"D","V","N",1,"12",1,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",2,2,2,"-70.7095188.93E-4","-33.4497458.93E-4",2017
"7745"," ","CHOFER","CASADO","M","CHILENO",71,"E","V","N",3,"27",1,"9489583",2,0,1,0,0,1,0,0,0,0,0,"S","D",3,2,4,"-71.7462778.93E-4","-37.6235168.93E-4",2017
"7746","PROFESOR"," ","CASADO","F","CHILENO",70,"E","V","N",7,"4",0,"5684728",1,0,0,1,1,0,0,0,0,0,0,"S","D",3,2,3,"-70.8175818.93E-4","-34.1270298.93E-4",2017
"7747"," "," ","CASADO","M","CHILENO",71,"D","V","N",2,"10",1,"0",0,210000,1,0,0,1,0,0,0,0,1,"S","D",3,2,2,"-70.8562778.93E-4","-33.4419828.93E-4",2017
"7748"," ","EMPLEADO","CASADO","M","CHILENO",71,"D","V","N",3,"13",1,"14381063",1,2055000,2,0,0,1,0,0,0,0,0,"S","D",3,3,2,"-70.8101588.93E-4","-33.5429958.93E-4",2017
"7749"," ","CHOFER","CASADO","M","CHILENO",71,"E","V","N",5,"1",0,"11168983",1,0,0,0,0,1,0,0,0,0,0,"S","D",4,4,2,"-71.6539548.93E-4","-35.4447828.93E-4",2017
"7750"," ","OBRERO","CASADO","M","CHILENO",70,"C3","V","N",3,"1",1,"9295171",1,12586250,2,0,0,1,0,0,0,0,0,"S","D",3,3,3,"-70.6423658.93E-4","-33.5463948.93E-4",2017
"7751"," ","DUENA DE CASA","VIUDO","F","CHILENO",71,"D","V","N",1,"2",0,"0",0,2775000,1,0,0,1,0,0,0,0,0,"S","D",2,1,3,"-72.4402778.93E-4","-37.0858318.93E-4",2017
"7752"," ","TECNICO","CASADO","M","CHILENO",68,"C3","V","N",7,"1",0,"26531101",1,0,0,1,1,1,0,0,0,0,1,"S","D",2,2,2,"-70.3193898.93E-4","-27.3812148.93E-4",2017
"7753"," ","CHOFER","CASADO","M","CHILENO",70,"E","V","N",2,"5",0,"0",0,0,0,0,0,0,0,0,0,0,0,"S","D",3,3,2,"-70.7089698.93E-4","-30.0368168.93E-4",2017
"7754"," ","DUENA DE CASA","SOLTERO","F","CHILENO",66,"E","V","N",3,"1",0,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",2,2,2,"-70.7215818.93E-4","-32.7484668.93E-4",2017
"7755"," ","EMPLEADO","CASADO","M","CHILENO",68,"C3","V","N",11,"2",0,"0",0,1853333,2,1,1,1,0,0,0,0,0,"S","D",2,2,2,"-71.6120228.93E-4","-33.0490158.93E-4",2017
"7756","PROFESOR"," ","SOLTERO","F","CHILENO",71,"C3","V","N",3,"1",0,"0",0,0,0,1,1,1,0,0,0,0,1,"S","D",3,3,2,"-70.9062048.93E-4","-53.142678.93E-4",2017
"7757"," ","DUENA DE CASA","CASADO","F","CHILENO",71,"C3","V","N",2,"20",1,"5690899",1,0,0,0,0,1,0,0,0,0,0,"S","D",2,2,4,"-70.6473928.93E-4","-33.5472458.93E-4",2017
"7758"," ","DUENA DE CASA","CASADO","F","CHILENO",68,"C3","V","N",4,"1",0,"0",0,0,0,1,1,1,0,0,0,0,0,"S","D",2,2,3,"-73.0740818.93E-4","-36.8336728.93E-4",2017
"7759","INGENIERO"," ","CASADO","M","CHILENO",71,"C3","V","N",4,"25",1,"0",0,3066666,3,2,2,1,0,0,0,0,1,"S","D",5,5,3,"-70.6480418.93E-4","-33.4447638.93E-4",2017
"7760"," ","JUBILADO","CASADO","M","CHILENO",72,"E","V","N",3,"1",1,"7726734",1,0,0,0,0,1,0,0,0,0,0,"S","D",4,4,3,"-70.7355428.93E-4","-33.745758.93E-4",2017
"7761"," "," ","CASADO","M","CHILENO",66,"SIN CLASIFICACION","V","N",1,"1",0,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",1,1,0,"-73.0568.93E-4","-36.8185548.93E-4",2017
"7762","PROFESOR"," ","VIUDO","F","CHILENO",68,"E","V","N",2,"5",0,"6733809",1,0,0,1,1,1,0,0,0,0,1,"S","D",3,2,2,"-72.03738.93E-4","-38.9830978.93E-4",2017
"7763"," ","JUBILADO","CASADO","M","CHILENO",72,"E","V","N",1,"2",0,"8524619",1,0,0,0,0,1,0,0,0,0,0,"S","D",2,2,4,"-72.4381718.93E-4","-38.5233998.93E-4",2017
"7764","PROFESOR"," ","CASADO","F","CHILENO",70,"C3","V","N",7,"5",0,"7351853",1,237000,1,0,0,1,0,0,0,0,0,"S","D",4,3,4,"-71.4403318.93E-4","-33.146298.93E-4",2017
"7765"," ","COMERCIANTE","CASADO","M","CHILENO",71,"C2","V","N",4,"2",0,"25928904",1,7828888,1,1,1,1,0,0,0,0,0,"S","D",2,2,0,"-71.5538188.93E-4","-33.0303238.93E-4",2017
"7766"," ","DISENADOR","CASADO","M","CHILENO",71,"C3","V","N",4,"6",0,"19435308",2,0,2,3,2,1,0,0,0,0,0,"S","D",4,4,2,"-71.5352488.93E-4","-33.0577558.93E-4",2017
"7767"," ","EMPLEADO","CASADO","M","CHILENO",69,"D","V","N",2,"1",1,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",3,3,2,"-72.7234888.93E-4","-37.2130628.93E-4",2017
"7768"," ","PORTUARIO","CASADO","M","CHILENO",66,"C3","D","N",4,"1",0,"0",0,0,0,0,0,0,0,0,0,0,0,"S","D",2,1,4,"-70.1422428.93E-4","-20.2105858.93E-4",2017
"7769"," ","AUXILIAR","CASADO","M","CHILENO",70,"E","V","N",7,"2",0,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",3,3,1,"-71.6058888.93E-4","-33.146298.93E-4",2017
"7770"," "," ","CASADO","M","CHILENO",65,"ABC1","V","N",7,"1",1,"0",0,270000,2,1,1,0,7,134.949996948242,0,1,1,"S","D",6,6,4,"-71.5502858.93E-4","-33.4923258.93E-4",2017
"7771"," ","OBRERO","CASADO","M","CHILENO",69,"SIN CLASIFICACION","V","N",1,"11",0,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",3,3,6,"-72.7113958.93E-4","-37.2736288.93E-4",2017
"7772"," ","TECNICO","CASADO","M","CHILENO",66,"ABC1","V","N",3,"1",1,"0",0,2430000,0,1,1,1,0,0,0,0,0,"S","D",5,5,5,"-70.6486288.93E-4","-33.4702998.93E-4",2017
"7773"," ","OPERARIO","CASADO","M","CHILENO",70,"D","V","N",5,"13",1,"0",0,0,0,1,1,1,0,0,0,0,0,"S","D",4,4,5,"-70.7709278.93E-4","-33.5150728.93E-4",2017
"7774"," ","MECANICO","CASADO","M","CHILENO",69,"C3","V","N",4,"1",1,"0",0,1185000,1,1,1,1,0,0,0,0,1,"S","D",3,3,5,"-70.5594028.93E-4","-33.614678.93E-4",2017
"7775"," ","DUENA DE CASA","CASADO","F","CHILENO",76,"D","V","N",1,"1",0,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",2,2,3,"-71.6083378.93E-4","-33.5955898.93E-4",2017
"7776"," ","EMPLEADO","CASADO","M","CHILENO",68,"E","V","N",3,"13",0,"10214029",1,2e+05,1,1,1,1,0,0,0,0,0,"S","D",4,4,4,"-72.6173178.93E-4","-37.0890738.93E-4",2017
"7777"," ","CHOFER","CASADO","M","CHILENO",72,"E","V","N",3,"4",0,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",5,5,8,"-71.0816198.93E-4","-30.2220178.93E-4",2017
"7778"," ","OPERARIO","CASADO","M","CHILENO",72,"D","V","N",1,"1",0,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",3,3,4,"-70.3870548.93E-4","-23.6606968.93E-4",2017
"7779","SECRETARIA(O)"," ","CASADO","F","CHILENO",70,"C3","V","N",3,"1",0,"32295483",1,2987241,2,1,1,1,0,0,0,0,0,"S","D",4,4,6,"-70.3923428.93E-4","-23.6300458.93E-4",2017
"7780"," ","DUENA DE CASA","CASADO","F","CHILENO",75,"C3","V","N",2,"3",0,"10737021",1,0,0,0,0,1,0,0,0,0,0,"S","D",5,2,3,"-71.3486868.93E-4","-29.9570758.93E-4",2017
"7781"," ","CHOFER","SOLTERO","M","CHILENO",71,"D","V","N",3,"1",0,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",1,1,0,"-71.1718528.93E-4","-31.6273218.93E-4",2017
"7782"," ","OBRERO","CASADO","M","CHILENO",70,"E","V","N",1,"10",0,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",2,2,4,"-73.1396188.93E-4","-36.8441058.93E-4",2017
"7783","PROFESOR"," ","DIVORCIADO","F","CHILENO",72,"C3","V","N",1,"1",0,"95388228",1,0,0,1,1,0,1,2.98000001907349,1,0,1,"S","D",3,2,3,"-72.0626988.93E-4","-45.5729378.93E-4",2017
"7784","PROFESOR"," ","CASADO","F","CHILENO",71,"C3","V","N",1,"1",0,"21943353",1,1307826,1,0,0,1,0,0,0,0,0,"S","D",3,2,2,"-71.2471318.93E-4","-29.9121918.93E-4",2017
"7785"," ","AGRICULTOR","SOLTERO","M","CHILENO",69,"D","V","N",1,"1",0,"1280997",1,0,0,0,0,1,0,0,0,0,0,"S","D",1,1,0,"-72.3286748.93E-4","-37.4081048.93E-4",2017
"7786"," ","OBRERO","CASADO","M","CHILENO",69,"D","V","N",5,"17",1,"0",0,980000,1,0,0,1,0,0,0,0,1,"S","D",3,3,2,"-72.9457938.93E-4","-36.749298.93E-4",2017
"7787"," ","CARPINTERO","CASADO","M","CHILENO",69,"C3","V","N",3,"1",1,"0",0,0,0,1,1,0,2,34.4000015258789,1,0,0,"S","D",3,3,3,"-70.5958568.93E-4","-33.611748.93E-4",2017
"7788"," ","DUENA DE CASA","CASADO","F","CHILENO",73,"C3","V","N",1,"1",0,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",2,2,2,"-70.9425058.93E-4","-53.1504068.93E-4",2017
"7789"," ","ELECTRICISTA","CASADO","M","CHILENO",69,"D","V","N",5,"5",0,"0",0,8018630,5,2,2,0,4,103.730003356934,1,1,1,"S","D",4,4,3,"-71.4039548.93E-4","-33.0603838.93E-4",2017
"7790"," ","DUENA DE CASA","VIUDO","F","CHILENO",77,"C3","V","N",1,"2",0,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",1,1,0,"-73.0953678.93E-4","-36.7648778.93E-4",2017
"7791"," ","EMPLEADO","CASADO","M","CHILENO",70,"D","V","N",7,"2",0,"60517518",3,11221666,1,1,1,1,0,0,0,0,0,"S","D",2,2,3,"-73.1108638.93E-4","-36.78418.93E-4",2017
"7792"," ","EMPLEADO","CASADO","M","CHILENO",68,"C3","V","N",6,"1",0,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",3,3,4,"-72.9570628.93E-4","-41.4628188.93E-4",2017
"7793"," ","DUENA DE CASA","CASADO","F","CHILENO",73,"D","V","N",2,"3",1,"13221028",1,0,0,0,0,1,0,0,0,0,0,"S","D",5,5,2,"-70.6380398.93E-4","-33.3885698.93E-4",2017
"7794"," ","OPERADOR","CASADO","M","CHILENO",67,"E","V","N",1,"9",0,"450939",1,0,0,0,0,1,0,0,0,0,0,"S","D",3,3,4,"-71.9305428.93E-4","-37.106018.93E-4",2017
"7795"," "," ","CASADO","F","CHILENO",73,"D","V","N",4,"1",0,"8813075",1,0,0,0,0,1,0,0,0,0,1,"S","D",2,2,3,"-71.6410458.93E-4","-33.0480848.93E-4",2017
"7796"," "," ","CASADO","M","CHILENO",68,"C3","V","N",3,"1",0,"14656296",1,0,0,0,0,1,0,0,0,0,0,"S","D",5,5,3,"-73.0809788.93E-4","-36.8336728.93E-4",2017
"7797"," ","EMPLEADO","CASADO","M","CHILENO",67,"D","V","N",2,"1",0,"18353103",2,0,0,0,0,1,0,0,0,0,0,"S","D",4,4,3,"-71.5847638.93E-4","-33.0419438.93E-4",2017
"7798"," ","EMPLEADO","CASADO","M","CHILENO",68,"E","V","N",2,"6",0,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",2,2,1,"-71.3967828.93E-4","-33.0575568.93E-4",2017
"7799"," ","DUENA DE CASA","VIUDO","F","CHILENO",71,"C3","V","N",7,"5",0,"0",0,3610588,1,1,1,1,0,0,0,0,0,"S","D",4,3,3,"-71.558068.93E-4","-34.1788948.93E-4",2017
"7800"," ","OBRERO","SOLTERO","M","CHILENO",68,"SIN CLASIFICACION","V","N",1,"1",0,"0",0,0,0,1,1,1,0,0,0,0,0,"S","D",1,1,0,"-71.9980018.93E-4","-45.6251188.93E-4",2017
"7801"," ","CHOFER","CASADO","M","CHILENO",70,"E","V","N",5,"5",1,"0",0,6894166,2,0,0,0,3,21.9300003051758,0,1,0,"S","D",3,2,4,"-70.6868218.93E-4","-33.3793728.93E-4",2017
"7802","PROFESOR"," ","CASADO","M","CHILENO",72,"C3","V","N",3,"1",0,"17421310",1,0,0,1,1,1,0,0,0,0,0,"S","D",5,4,4,"-73.137078.93E-4","-36.8526578.93E-4",2017
"7803"," ","CARPINTERO","CASADO","M","CHILENO",68,"SIN CLASIFICACION","V","N",2,"9",0,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",2,2,4,"-73.1369328.93E-4","-37.0387738.93E-4",2017
"7804"," ","EMPLEADO","CASADO","M","CHILENO",71,"C3","V","N",2,"2",0,"5761822",1,3489285,1,1,1,1,0,0,0,0,0,"S","D",3,3,4,"-72.6076138.93E-4","-35.9188548.93E-4",2017
"7805"," ","OBRERO","CASADO","M","CHILENO",71,"E","V","N",1,"4",0,"3978006",1,0,0,0,0,1,0,0,0,0,1,"S","D",3,3,4,"-71.1787648.93E-4","-32.6922498.93E-4",2017
"7806"," ","TECNICO","CASADO","M","CHILENO",68,"C3","V","N",2,"3",0,"0",0,4776000,3,1,1,1,0,0,0,0,0,"S","D",4,4,3,"-71.5308238.93E-4","-32.843998.93E-4",2017
"7807"," ","AUXILIAR","SOLTERO","M","CHILENO",70,"SIN CLASIFICACION","V","N",2,"8",0,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",1,1,0,"-73.160698.93E-4","-37.1325428.93E-4",2017
"7808"," ","EMPLEADO","CASADO","M","CHILENO",71,"D","V","N",1,"1",1,"8458308",1,6056000,2,1,1,1,0,0,0,0,0,"S","D",2,2,2,"-70.6982128.93E-4","-33.5652088.93E-4",2017
"7809"," ","EMPLEADO","CASADO","M","CHILENO",69,"C3","V","N",2,"1",0,"8562608",1,5423333,2,0,0,1,0,0,0,0,0,"S","D",2,2,2,"-71.2428138.93E-4","-34.9682398.93E-4",2017
"7810"," ","DUENA DE CASA","CASADO","F","CHILENO",74,"ABC1","V","N",2,"29",1,"0",0,0,0,1,1,1,0,0,0,0,0,"S","D",3,3,3,"-70.6126638.93E-4","-33.4235388.93E-4",2017
"7811"," ","AUX PARAMEDICO","CASADO","F","CHILENO",69,"D","V","N",4,"1",1,"0",0,0,0,1,1,1,0,0,0,0,0,"S","D",4,4,2,"-70.6858678.93E-4","-33.5911718.93E-4",2017
"7812","PROFESOR"," ","CASADO","M","CHILENO",72,"C3","V","N",5,"1",0,"17852221",1,6112222,2,1,1,1,0,0,0,0,0,"S","D",3,3,2,"-70.4012378.93E-4","-23.6613438.93E-4",2017
"7813"," ","CHOFER","CASADO","M","CHILENO",69,"E","V","N",2,"22",1,"7519254",1,0,0,0,0,1,0,0,0,0,0,"S","D",2,2,6,"-70.6652768.93E-4","-33.4884768.93E-4",2017
"7814"," ","AGENTE","CASADO","M","CHILENO",66,"C3","V","N",4,"2",0,"0",0,0,0,1,1,1,0,0,0,0,0,"S","D",4,4,3,"-73.1063238.93E-4","-36.7499968.93E-4",2017
"7815"," ","CHOFER","CASADO","M","CHILENO",68,"E","V","N",2,"12",0,"0",0,0,0,0,0,0,0,0,0,0,0,"S","D",3,3,5,"-73.0839168.93E-4","-36.7747928.93E-4",2017
"7816","ASISTENTE SOCIAL"," ","CASADO","M","CHILENO",66,"C3","V","N",4,"1",0,"30273535",2,4263333,1,1,1,1,0,0,0,0,1,"S","D",4,4,2,"-71.6128628.93E-4","-33.1310548.93E-4",2017
"7817"," ","JUBILADO","CASADO","M","CHILENO",69,"C3","V","N",4,"1",0,"25299402",1,4570000,2,2,2,1,0,0,0,0,1,"S","D",5,5,3,"-73.0184338.93E-4","-36.8242158.93E-4",2017
"7818"," ","ELECTRICISTA","CASADO","M","CHILENO",67,"C3","V","N",4,"1",0,"17333555",3,4364545,1,1,1,1,0,0,0,0,1,"S","D",4,3,4,"-73.1180428.93E-4","-36.8358128.93E-4",2017
"7819"," ","DUENA DE CASA","CASADO","F","CHILENO",70,"D","V","N",2,"5",1,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",2,1,1,"-70.6411828.93E-4","-33.3780298.93E-4",2017
"7820"," ","DUENA DE CASA","CASADO","F","CHILENO",66,"C3","V","N",1,"1",0,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",4,4,2,"-72.1126638.93E-4","-36.60778.93E-4",2017
"7821"," ","COMERCIANTE","SOLTERO","M","CHILENO",67,"D","V","N",1,"3",0,"0",0,187812,1,0,0,1,0,0,0,0,0,"S","D",1,1,0,"-71.1851738.93E-4","-32.7892388.93E-4",2017
