"id","profesion","actividad","est_civil","sexo_desc","tipo_nacionalidad","edad","estrato","ind_defuncion","ind_interd","n_direccion","comuna","ind_region_rm","avaluo_bbrr","cant_bbrr","avaluo_auto","cant_autos","n_actividad","n_rubros","clean2","tot_docs","tot_mont","ind_morosidad1","ind_morosidad2","ind_consultas_id","status_salud_publica","tramo_salud_publico","cant_personas_fam","cant_vivos_fam","cant_hijos_fam","longitud","latitud","periodo"
"3622"," ","JUBILADO","CASADO","M","CHILENO",85,"C3","V","N",3,"1",0,"0",0,0,0,0,0,1,0,0,0,0,1,"S","D",2,2,0,"-70.9925318.93E-4","-34.5785988.93E-4",2017
"3623"," "," ","CASADO","M","CHILENO",78,"E","V","N",1,"1",1,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",3,2,2,"-70.7158978.93E-4","-33.6168178.93E-4",2017
"3624","INGENIERO"," ","VIUDO","M","CHILENO",78,"C3","V","N",3,"1",0,"22388240",1,3552222,1,2,2,1,0,0,0,0,0,"S","D",3,2,2,"-70.4112938.93E-4","-23.679268.93E-4",2017
"3625"," ","JUBILADO","CASADO","M","CHILENO",82,"D","V","N",3,"12",1,"12893015",1,2707777,1,0,0,1,0,0,0,0,0,"S","D",2,2,1,"-70.76778.93E-4","-33.4518898.93E-4",2017
"3626"," ","DUENA DE CASA","CASADO","F","CHILENO",83,"C3","V","N",4,"1",1,"95758684",5,0,0,0,0,1,0,0,0,0,0,"S","D",2,1,0,"-71.2604758.93E-4","-33.4990468.93E-4",2017
"3627"," ","LABORATORISTA","SOLTERO","F","CHILENO",79,"D","V","N",1,"12",1,"9517618",1,0,0,0,0,1,0,0,0,0,0,"S","D",1,1,0,"-70.7294928.93E-4","-33.4515728.93E-4",2017
"3628"," ","COMERCIANTE","CASADO","M","CHILENO",83,"ABC1","V","N",3,"29",1,"0",0,0,0,1,1,1,0,0,0,0,0,"S","D",2,2,3,"-70.596428.93E-4","-33.4404148.93E-4",2017
"3629"," ","COMERCIANTE","CASADO","M","CHILENO",76,"D","V","N",5,"2",1,"0",0,390000,1,2,2,1,0,0,0,0,0,"S","D",3,3,4,"-70.6680158.93E-4","-33.4094018.93E-4",2017
"3630"," ","EMPLEADO","CASADO","M","CHILENO",80,"C3","V","N",2,"29",1,"31640152",2,2478194,2,1,1,1,0,0,0,0,0,"S","D",2,2,2,"-70.6125798.93E-4","-33.4397058.93E-4",2017
"3631"," ","AUXILIAR ENFERMERIA","CASADO","F","CHILENO",80,"D","V","N",3,"2",1,"12996519",2,225833,1,0,0,1,0,0,0,0,0,"S","D",3,2,1,"-70.6637278.93E-4","-33.4168748.93E-4",2017
"3632","CONSTRUCTOR"," ","CASADO","M","CHILENO",80,"ABC1","V","N",2,"30",1,"121171169",3,1722857,2,0,0,1,0,0,0,0,0,"S","D",2,2,2,"-70.5724118.93E-4","-33.4083718.93E-4",2017
"3633"," ","OBRERO","CASADO","M","CHILENO",79,"E","V","N",2,"16",1,"6739729",1,0,0,0,0,1,0,0,0,0,0,"S","D",2,2,3,"-70.6887288.93E-4","-33.5147868.93E-4",2017
"3634"," ","EMPLEADO","CASADO","M","CHILENO",79,"D","V","N",3,"10",1,"8635509",1,0,0,1,1,1,0,0,0,0,0,"S","D",4,3,4,"-70.7548758.93E-4","-33.4358488.93E-4",2017
"3635"," ","DUENA DE CASA","CASADO","F","CHILENO",84,"C3","V","N",2,"1",1,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",3,3,2,"-70.5783548.93E-4","-33.5657548.93E-4",2017
"3636"," ","BIBLIOTECARIA(O)","CASADO","F","CHILENO",78,"D","V","N",8,"6",0,"10146593",1,0,0,1,1,1,0,0,0,0,0,"S","D",2,1,0,"-71.6406948.93E-4","-33.0694398.93E-4",2017
"3637"," ","EMPLEADO","CASADO","M","CHILENO",78,"E","V","N",4,"15",1,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",5,5,3,"-70.6553128.93E-4","-33.5459798.93E-4",2017
"3638"," ","MECANICO","CASADO","M","CHILENO",78,"D","V","N",6,"9",1,"12522899",1,0,0,0,0,1,0,0,0,0,0,"S","D",4,4,3,"-70.7042698.93E-4","-33.5680058.93E-4",2017
"3639","PROFESOR"," ","CASADO","M","CHILENO",80,"C2","V","N",3,"2",0,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",4,4,3,"-73.8127448.93E-4","-42.481968.93E-4",2017
"3640"," ","JUBILADO","CASADO","M","CHILENO",81,"E","V","N",3,"1",1,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",2,2,3,"-70.6596688.93E-4","-33.4167068.93E-4",2017
"3641"," ","DUENA DE CASA","CASADO","F","CHILENO",83,"C2","V","N",1,"30",1,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",2,2,1,"-70.5575718.93E-4","-33.4293948.93E-4",2017
"3642","SOCIOLOGO"," ","CASADO","M","CHILENO",81,"C3","V","N",4,"4",0,"9454702",2,6341666,1,0,0,1,0,0,0,0,0,"S","D",4,4,3,"-71.6919488.93E-4","-33.4510468.93E-4",2017
"3643"," ","AUX PARAMEDICO","CASADO","F","CHILENO",80,"C3","V","N",2,"9",1,"18466871",1,0,0,0,0,1,0,0,0,0,0,"S","D",3,3,3,"-70.6893088.93E-4","-33.4297838.93E-4",2017
"3644"," ","ELECTRICISTA","CASADO","M","CHILENO",80,"D","V","N",4,"23",1,"9580066",1,0,0,0,0,1,0,0,0,0,0,"S","D",2,2,4,"-70.7115718.93E-4","-33.4959838.93E-4",2017
"3645"," ","JUBILADO","CASADO","M","CHILENO",78,"D","V","N",4,"22",1,"11610848",1,0,0,1,1,1,0,0,0,0,0,"S","D",2,2,3,"-70.6680988.93E-4","-33.5404628.93E-4",2017
"3646"," "," ","CASADO","M","CHILENO",82,"C3","V","N",4,"25",1,"21923734",1,0,2,1,1,1,0,0,0,0,0,"S","D",2,2,0,"-70.598748.93E-4","-33.5195018.93E-4",2017
"3647"," ","DUENA DE CASA","CASADO","F","CHILENO",86,"C3","V","N",1,"30",1,"234285237",14,0,0,0,0,1,0,0,0,0,0,"S","D",2,1,2,"-70.553688.93E-4","-33.4259158.93E-4",2017
"3648"," ","SOLDADOR","CASADO","M","CHILENO",78,"D","V","N",5,"1",1,"14992266",2,0,0,1,1,1,0,0,0,0,0,"S","D",4,3,5,"-70.6698468.93E-4","-33.5908248.93E-4",2017
"3649"," ","EMPLEADO","CASADO","M","CHILENO",78,"D","V","N",1,"5",1,"11294521",2,0,1,0,0,1,0,0,0,0,0,"S","D",5,4,5,"-70.6765678.93E-4","-33.383488.93E-4",2017
"3650"," ","OBRERO","CASADO","M","CHILENO",79,"E","V","N",2,"8",1,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",4,4,2,"-70.7233438.93E-4","-33.3955848.93E-4",2017
"3651"," ","DUENA DE CASA","VIUDO","F","CHILENO",84,"C3","V","N",2,"4",1,"0",0,0,0,1,1,1,0,0,0,0,0,"S","D",2,1,2,"-70.6510318.93E-4","-33.4437148.93E-4",2017
"3652"," ","EMPLEADO","CASADO","F","CHILENO",80,"C3","V","N",1,"23",1,"25340532",2,0,0,0,0,1,0,0,0,0,0,"S","D",1,1,0,"-70.6179738.93E-4","-33.5001148.93E-4",2017
"3653","ABOGADO"," ","CASADO","M","CHILENO",81,"ABC1","V","N",5,"32",1,"64177208",1,47874568,5,1,1,1,0,0,0,0,0,"S","D",3,3,3,"-70.6523288.93E-4","-33.4393468.93E-4",2017
"3654"," "," ","CASADO","F","CHILENO",84,"C3","V","N",1,"24",1,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",2,2,1,"-70.6109778.93E-4","-33.5128678.93E-4",2017
"3655","CONSTRUCTOR CIVIL","EMPLEADO","CASADO","M","CHILENO",82,"D","V","N",3,"26",1,"12594565",1,0,0,1,1,1,0,0,0,0,0,"S","D",7,5,4,"-70.7920848.93E-4","-33.5038688.93E-4",2017
"3656"," ","DUENA DE CASA","CASADO","F","CHILENO",84,"C3","V","N",1,"27",1,"25406085",1,0,0,0,0,1,0,0,0,0,1,"S","D",2,1,1,"-70.5400318.93E-4","-33.4795278.93E-4",2017
"3657"," ","DUENA DE CASA","VIUDO","F","CHILENO",83,"D","V","N",1,"24",1,"0",0,1891818,1,0,0,1,0,0,0,0,0,"S","D",2,1,2,"-70.594948.93E-4","-33.5173768.93E-4",2017
"3658"," ","TECNICO","CASADO","M","CHILENO",82,"C3","V","N",7,"1",1,"25728135",2,1340000,2,1,1,1,0,0,0,0,1,"S","D",3,3,2,"-70.8101588.93E-4","-33.5070198.93E-4",2017
"3659","PROFESOR","DUENA DE CASA","CASADO","F","CHILENO",82,"C3","V","N",1,"1",1,"5306694",1,2707777,1,0,0,1,0,0,0,0,0,"S","D",2,1,1,"-70.5599528.93E-4","-33.5519078.93E-4",2017
"3660"," ","EMPLEADO","CASADO","M","CHILENO",81,"C3","V","N",4,"1",1,"0",0,443750,1,1,1,1,0,0,0,0,0,"S","D",2,2,2,"-70.670868.93E-4","-33.432038.93E-4",2017
"3661"," ","COMERCIANTE","CASADO","M","CHILENO",79,"D","V","N",1,"12",1,"7698088",1,0,0,1,1,1,0,0,0,0,0,"S","D",2,2,2,"-70.719818.93E-4","-33.4482968.93E-4",2017
"3662","LICENCIADO MAGIST."," ","CASADO","F","CHILENO",79,"ABC1","V","N",1,"28",1,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",2,2,2,"-70.556488.93E-4","-33.4434098.93E-4",2017
"3663"," ","DUENA DE CASA","CASADO","F","CHILENO",82,"SIN CLASIFICACION","V","N",5,"3",1,"0",0,0,0,1,1,0,0,0,0,0,0,"S","D",2,1,0,"-71.6085218.93E-4","-33.5536128.93E-4",2017
"3664"," ","DUENA DE CASA","CASADO","F","CHILENO",83,"ABC1","V","N",1,"30",1,"0",0,1680000,1,0,0,1,0,0,0,0,0,"S","D",2,2,3,"-70.53828.93E-4","-33.3908398.93E-4",2017
"3665"," ","DUENA DE CASA","VIUDO","F","CHILENO",89,"E","V","N",1,"23",1,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",3,2,3,"-70.6367428.93E-4","-33.4766168.93E-4",2017
"3666"," "," ","CASADO","M","CHILENO",81,"C3","V","N",1,"3",1,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",3,3,1,"-70.6390998.93E-4","-33.4053738.93E-4",2017
"3667"," ","EMPLEADO","CASADO","F","CHILENO",82,"C3","V","N",2,"21",1,"16412734",1,0,0,0,0,1,0,0,0,0,0,"S","D",2,1,0,"-70.6662298.93E-4","-33.4974378.93E-4",2017
"3668","ENFERMERA(O)"," ","CASADO","F","CHILENO",89,"C3","V","N",5,"15",1,"25846073",1,0,0,0,0,1,0,0,0,0,0,"S","D",2,1,1,"-70.6669318.93E-4","-33.5415348.93E-4",2017
"3669","CONTADOR"," ","CASADO","M","CHILENO",77,"C3","V","N",3,"1",1,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",4,4,3,"-70.6565558.93E-4","-33.4766398.93E-4",2017
"3670"," ","EMPLEADO","VIUDO","M","CHILENO",82,"ABC1","V","N",2,"30",1,"56596389",1,0,0,0,0,1,0,0,0,0,0,"S","D",3,2,1,"-70.5450448.93E-4","-33.4198618.93E-4",2017
"3671"," ","INDUSTRIAL","CASADO","M","CHILENO",80,"ABC1","V","N",3,"8",1,"56941981",3,19490000,1,3,3,1,0,0,0,0,1,"S","D",3,2,2,"-70.6849678.93E-4","-33.4176718.93E-4",2017
"3672"," ","COMERCIANTE","CASADO","F","CHILENO",79,"C3","V","N",1,"1",0,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",5,5,4,"-79.8721248.93E-4","-26.3440428.93E-4",2017
"3673"," ","JUBILADO","VIUDO","M","CHILENO",80,"C3","V","N",2,"27",1,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",1,1,0,"-70.5462198.93E-4","-33.4739848.93E-4",2017
"3674"," ","JUBILADO","CASADO","M","CHILENO",80,"C3","V","N",2,"9",0,"76269653",4,5675000,1,0,0,1,0,0,0,0,0,"S","D",2,2,0,"-71.5368888.93E-4","-33.0317888.93E-4",2017
"3675"," ","JUBILADO","CASADO","M","CHILENO",80,"ABC1","V","N",5,"21",1,"21876592",1,7061000,1,1,1,0,1,147.889999389648,0,1,0,"S","D",2,2,2,"-70.6602638.93E-4","-33.5249868.93E-4",2017
"3676"," ","DUENA DE CASA","CASADO","F","CHILENO",82,"D","V","N",2,"13",1,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",2,2,2,"-70.7898338.93E-4","-33.5607418.93E-4",2017
"3677"," ","EMPLEADO","CASADO","M","CHILENO",79,"C3","V","N",5,"1",1,"18607960",1,4506000,2,2,2,0,1,4.38000011444092,0,1,0,"S","D",3,3,1,"-70.6708228.93E-4","-33.4361928.93E-4",2017
"3678"," ","DUENA DE CASA","CASADO","F","CHILENO",83,"C3","V","N",1,"26",1,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",2,2,1,"-70.5999838.93E-4","-33.4893688.93E-4",2017
"3679","PROFESOR"," ","CASADO","M","CHILENO",78,"C3","V","N",5,"1",0,"40411679",3,17623944,2,1,1,1,0,0,0,0,1,"S","D",2,2,1,"-72.1887978.93E-4","-36.6257828.93E-4",2017
"3680"," ","EMPRESARIO","CASADO","M","CHILENO",82,"ABC1","V","N",4,"28",1,"0",0,5303571,3,3,1,1,0,0,0,0,1,"S","D",3,3,3,"-70.5725178.93E-4","-33.9565628.93E-4",2017
"3681"," ","EMPLEADO","SOLTERO","M","CHILENO",79,"C3","V","N",4,"10",1,"0",0,325000,1,0,0,0,1,10.7799997329712,1,0,0,"S","D",1,1,0,"-70.7748498.93E-4","-33.5003938.93E-4",2017
"3682"," ","DUENA DE CASA","CASADO","F","CHILENO",80,"C3","V","N",3,"26",1,"8192946",1,0,0,0,0,1,0,0,0,0,0,"S","D",2,1,2,"-70.5988628.93E-4","-33.5936328.93E-4",2017
"3683"," ","DUENA DE CASA","CASADO","F","CHILENO",86,"C3","V","N",2,"4",0,"44717723",4,0,0,1,1,1,0,0,0,0,0,"S","D",2,2,3,"-71.6974728.93E-4","-33.4666148.93E-4",2017
"3684"," ","EMPLEADO","CASADO","M","CHILENO",78,"C3","V","N",5,"1",1,"0",0,2907777,2,1,1,0,1,2.29999995231628,1,0,0,"S","D",3,3,3,"-71.4506458.93E-4","-33.4360588.93E-4",2017
"3685"," ","EMPLEADO","SOLTERO","M","CHILENO",82,"C3","V","N",1,"1",0,"24470311",1,4488221,4,0,0,1,0,0,0,0,0,"S","D",2,2,1,"-71.5783698.93E-4","-33.0651898.93E-4",2017
"3686"," ","EMPLEADO","CASADO","M","CHILENO",75,"C3","V","N",3,"2",0,"58205857",3,7678500,1,0,0,1,0,0,0,0,1,"S","D",3,3,1,"-71.5746848.93E-4","-33.0406198.93E-4",2017
"3687","PROFESOR"," ","CASADO","F","CHILENO",79,"ABC1","V","N",3,"1",0,"3412703",1,0,0,0,0,1,0,0,0,0,0,"S","D",2,2,0,"-73.0433048.93E-4","-36.8250478.93E-4",2017
"3688"," ","DUENA DE CASA","CASADO","F","CHILENO",83,"C3","V","N",1,"1",0,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",2,1,2,"-73.0690698.93E-4","-36.8253178.93E-4",2017
"3689"," ","JUBILADO","CASADO","M","CHILENO",83,"D","V","N",1,"3",0,"0",0,0,0,0,0,1,0,0,0,0,1,"S","D",2,2,0,"-71.7462468.93E-4","-37.2254148.93E-4",2017
"3690"," ","CHOFER","CASADO","M","CHILENO",80,"ABC1","V","N",2,"3",1,"56736264",1,3986666,4,0,0,0,0,0,0,0,0,"S","D",2,2,0,"-70.9804848.93E-4","-33.6802228.93E-4",2017
"3691"," ","TAXISTA","CASADO","M","CHILENO",79,"C3","V","N",3,"13",1,"0",0,1405000,1,1,1,1,0,0,0,0,1,"S","D",2,1,0,"-70.8101588.93E-4","-33.5070198.93E-4",2017
"3692"," ","EMPLEADO","SOLTERO","M","CHILENO",82,"C3","V","N",2,"2",0,"19364688",1,1211666,2,0,0,1,0,0,0,0,1,"S","D",3,2,1,"-71.5503928.93E-4","-33.0303238.93E-4",2017
"3693"," ","EMPLEADO","CASADO","M","CHILENO",81,"C3","V","N",3,"2",0,"21214358",1,210000,1,1,1,1,0,0,0,0,0,"S","D",2,2,0,"-71.5027018.93E-4","-33.0319338.93E-4",2017
"3694"," ","OBRERO","CASADO","M","CHILENO",82,"E","V","N",1,"5",0,"0",0,2e+05,1,0,0,1,0,0,0,0,0,"S","D",5,5,3,"-70.3193138.93E-4","-34.3236628.93E-4",2017
"3695"," ","DUENA DE CASA","CASADO","F","CHILENO",80,"C3","V","N",2,"1",0,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",2,2,2,"-70.5913318.93E-4","-32.9528358.93E-4",2017
"3696"," ","EMPLEADO","CASADO","M","CHILENO",80,"C3","V","N",2,"29",1,"18648777",1,7365333,1,1,1,1,0,0,0,0,0,"S","D",2,2,1,"-70.6500098.93E-4","-33.4401448.93E-4",2017
"3697"," "," ","DIVORCIADO","M","CHILENO",75,"ABC1","V","N",2,"2",1,"7518489",1,0,0,1,1,1,0,0,0,0,0,"S","D",5,5,4,"-70.8579718.93E-4","-33.6018378.93E-4",2017
"3698"," ","OPERADOR","CASADO","M","CHILENO",79,"C3","V","N",1,"16",0,"13716056",1,4090833,3,0,0,1,0,0,0,0,0,"S","D",2,2,3,"-70.8906788.93E-4","-34.1898658.93E-4",2017
"3699"," ","EMPLEADO","CASADO","M","CHILENO",77,"E","V","N",5,"8",0,"15880910",1,1118333,1,0,0,1,0,0,0,0,0,"S","D",4,4,2,"-72.4110418.93E-4","-35.3660938.93E-4",2017
"3700"," ","SOLDADOR","CASADO","M","CHILENO",83,"D","V","N",3,"13",1,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",2,2,2,"-70.7679218.93E-4","-33.5168158.93E-4",2017
"3701"," ","DUENA DE CASA","CASADO","F","CHILENO",89,"D","V","N",1,"2",0,"2523259",1,0,0,0,0,1,0,0,0,0,0,"S","D",2,1,4,"-73.1229868.93E-4","-36.7174228.93E-4",2017
"3702"," ","EMPLEADO","CASADO","M","CHILENO",80,"SIN CLASIFICACION","V","N",2,"1",0,"10719207",2,3268000,1,1,1,1,0,0,0,0,0,"S","D",2,1,2,"-70.9398278.93E-4","-53.1615188.93E-4",2017
"3703"," ","ESTUCADOR","CASADO","M","CHILENO",74,"D","V","N",2,"1",0,"9457150",1,0,0,0,0,1,0,0,0,0,0,"S","D",7,7,4,"-72.5646828.93E-4","-38.7293218.93E-4",2017
"3704"," ","EMPLEADO","CASADO","M","CHILENO",81,"D","V","N",4,"1",0,"0",0,0,0,1,1,1,0,0,0,0,0,"S","D",2,2,0,"-72.696518.93E-4","-38.735478.93E-4",2017
"3705"," ","AGENTE","SOLTERO","M","CHILENO",75,"C3","V","N",1,"5",0,"42358764",3,2470000,3,0,0,1,0,0,0,0,0,"S","D",1,1,0,"-71.4435128.93E-4","-33.0402118.93E-4",2017
"3706"," ","JUBILADO","CASADO","M","CHILENO",83,"ABC1","V","N",5,"2",0,"45702882",3,4665555,1,0,0,1,0,0,0,0,0,"S","D",2,2,1,"-71.5607688.93E-4","-34.1807378.93E-4",2017
"3707"," ","EMPLEADO","SOLTERO","F","CHILENO",80,"D","V","N",2,"1",0,"9671560",1,2869615,4,0,0,1,0,0,0,0,0,"S","D",1,1,0,"-72.5572748.93E-4","-38.7173398.93E-4",2017
"3708"," ","MECANICO","CASADO","M","CHILENO",79,"E","V","N",5,"1",0,"0",0,1185294,0,1,1,0,9,35.6599998474121,0,1,0,"S","D",2,2,2,"-70.1945428.93E-4","-22.0931428.93E-4",2017
"3709"," ","MODISTA","SOLTERO","F","CHILENO",85,"D","V","N",1,"2",0,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",1,1,0,"-71.5167778.93E-4","-33.0303238.93E-4",2017
"3710","CONSTRUCTOR CIVIL"," ","CASADO","M","CHILENO",83,"C2","V","N",6,"30",1,"50845169",1,0,0,2,1,1,0,0,0,0,0,"S","D",2,2,2,"-70.5534368.93E-4","-33.4267548.93E-4",2017
"3711"," ","EMPLEADO","CASADO","M","CHILENO",79,"E","V","N",2,"12",1,"7095722",1,4e+06,1,0,0,1,0,0,0,0,0,"S","D",2,2,2,"-70.728028.93E-4","-33.4400638.93E-4",2017
"3712"," ","JUBILADO","CASADO","M","CHILENO",81,"C3","V","N",1,"1",0,"18192092",1,0,0,0,0,1,0,0,0,0,0,"S","D",3,3,1,"-70.3877728.93E-4","-23.5881948.93E-4",2017
"3713"," ","JUBILADO","CASADO","M","CHILENO",81,"D","V","N",1,"1",0,"34135179",2,3123333,1,0,0,1,0,0,0,0,0,"S","D",2,1,2,"-71.2600638.93E-4","-32.8883298.93E-4",2017
"3714"," ","EMPLEADO","CASADO","M","CHILENO",82,"D","V","N",2,"20",1,"14709493",1,1170000,1,0,0,1,0,0,0,0,0,"S","D",3,3,4,"-70.6456768.93E-4","-33.5329638.93E-4",2017
"3715"," ","JUBILADO","CASADO","M","CHILENO",80,"C2","V","N",5,"1",0,"21998873",2,0,1,1,1,1,0,0,0,0,0,"S","D",2,2,0,"-71.6632848.93E-4","-35.7162218.93E-4",2017
"3716"," ","DUENA DE CASA","CASADO","F","CHILENO",89,"C3","V","N",3,"3",0,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",2,1,1,"-71.6259848.93E-4","-33.4941838.93E-4",2017
"3717","CONTADOR"," ","CASADO","M","CHILENO",82,"C2","V","N",4,"25",1,"50696460",1,4060000,1,1,1,1,0,0,0,0,0,"S","D",4,4,2,"-70.5783088.93E-4","-33.4593738.93E-4",2017
"3718"," ","OXIGENISTA","CASADO","M","CHILENO",81,"C3","V","N",4,"3",0,"4281060",1,4026000,1,1,1,0,0,0,0,0,0,"S","D",3,3,6,"-71.3477718.93E-4","-29.9623498.93E-4",2017
"3719"," ","PESCADOR","CASADO","M","CHILENO",83,"E","V","N",4,"2",0,"4775299",1,0,0,0,0,1,0,0,0,0,1,"S","D",2,2,2,"-73.1331868.93E-4","-36.7220768.93E-4",2017
"3720"," ","TRAZADOR","CASADO","M","CHILENO",80,"E","V","N",2,"20",1,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",2,2,4,"-70.6379018.93E-4","-33.5481578.93E-4",2017
"3721"," ","DUENA DE CASA","SOLTERO","F","CHILENO",81,"SIN CLASIFICACION","V","N",1,"1",0,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",1,1,0,"-70.0190058.93E-4","-22.0004068.93E-4",2017
"3722"," ","PRACTICANTE","CASADO","M","CHILENO",76,"D","V","N",2,"1",0,"0",0,3e+05,1,2,2,0,22,217.520004272461,1,1,1,"S","D",4,4,3,"-72.5755398.93E-4","-38.7244078.93E-4",2017
"3723"," ","JUBILADO","CASADO","F","CHILENO",82,"D","V","N",3,"1",0,"0",0,9120000,1,1,1,1,0,0,0,0,0,"S","D",2,2,0,"-70.3069618.93E-4","-18.5349628.93E-4",2017
"3724"," ","VENDEDOR","VIUDO","M","CHILENO",81,"C3","V","N",2,"1",0,"58117357",4,0,1,1,1,1,0,0,0,0,0,"S","D",4,3,2,"-73.0722668.93E-4","-36.8099868.93E-4",2017
"3725"," "," ","CASADO","M","CHILENO",81,"C3","V","N",3,"1",0,"0",0,2e+05,3,0,0,1,0,0,0,0,0,"S","D",3,3,7,"-71.6473778.93E-4","-33.0564048.93E-4",2017
"3726"," ","EMPLEADO","CASADO","M","CHILENO",81,"SIN CLASIFICACION","V","N",2,"1",1,"20864761",1,0,0,0,0,1,0,0,0,0,0,"S","D",2,2,0,"-70.6702278.93E-4","-33.4468698.93E-4",2017
"3727"," ","DUENA DE CASA","CASADO","F","CHILENO",84,"C3","V","N",1,"1",0,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",4,4,2,"-70.1293118.93E-4","-20.2464968.93E-4",2017
"3728"," ","DUENA DE CASA","SOLTERO","F","CHILENO",87,"SIN CLASIFICACION","V","N",1,"1",0,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",1,1,0,"-73.1264728.93E-4","-40.5834888.93E-4",2017
"3729"," ","EMPLEADO","CASADO","F","CHILENO",80,"D","V","N",2,"1",0,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",3,3,3,"-71.6357048.93E-4","-33.0236668.93E-4",2017
"3730"," ","JUBILADO","CASADO","F","CHILENO",88,"SIN CLASIFICACION","V","N",1,"3",0,"5258629",1,0,0,0,0,1,0,0,0,0,0,"S","D",2,2,0,"-71.362168.93E-4","-30.229678.93E-4",2017
"3731"," ","DUENA DE CASA","VIUDO","F","CHILENO",82,"C3","V","N",2,"5",0,"19046433",1,0,0,0,0,1,0,0,0,0,0,"S","D",2,1,1,"-71.4431468.93E-4","-33.0404858.93E-4",2017
"3732"," ","JUBILADO","CASADO","M","CHILENO",81,"D","V","N",2,"7",0,"0",0,0,1,0,0,1,0,0,0,0,0,"S","D",3,3,1,"-70.8195888.93E-4","-34.2940948.93E-4",2017
"3733"," ","EMPLEADO","CASADO","M","CHILENO",81,"D","V","N",3,"1",0,"14862611",1,0,0,0,0,1,0,0,0,0,0,"S","D",2,2,1,"-70.7174688.93E-4","-34.1659978.93E-4",2017
"3734"," ","CHOFER","VIUDO","M","CHILENO",75,"D","V","N",3,"1",0,"11576223",1,3909583,2,0,0,1,0,0,0,0,1,"S","D",2,1,3,"-72.957978.93E-4","-41.4743778.93E-4",2017
"3735"," ","EMPLEADO","VIUDO","M","CHILENO",80,"D","V","N",5,"1",0,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",3,2,2,"-70.3020258.93E-4","-18.4733078.93E-4",2017
"3736","PROFESOR"," ","CASADO","F","CHILENO",84,"C3","V","N",1,"25",1,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",2,2,2,"-70.5929418.93E-4","-33.4647948.93E-4",2017
"3737"," "," ","CASADO","M","CHILENO",82,"C3","V","N",2,"1",0,"34662305",1,0,0,0,0,1,0,0,0,0,0,"S","D",3,3,2,"-70.0439688.93E-4","-20.9384218.93E-4",2017
"3738"," ","JUBILADO","CASADO","M","CHILENO",82,"C3","V","N",5,"1",0,"0",0,1238333,1,0,0,0,3,49.2200012207031,1,1,0,"S","D",4,3,4,"-70.1389318.93E-4","-20.2666198.93E-4",2017
"3739"," ","MECANICO","CASADO","M","CHILENO",80,"D","V","N",2,"3",0,"0",0,0,0,1,1,1,0,0,0,0,1,"S","D",2,2,0,"-71.3376248.93E-4","-29.9845228.93E-4",2017
"3740"," ","COMERCIANTE","CASADO","F","CHILENO",84,"C3","V","N",3,"1",0,"0",0,0,0,1,1,1,0,0,0,0,0,"S","D",2,1,0,"-74.7241218.93E-4","-52.8315248.93E-4",2017
"3741"," "," ","SOLTERO","M","CHILENO",82,"C2","V","N",5,"29",1,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",1,1,0,"-70.6498648.93E-4","-33.4428718.93E-4",2017
"3742"," ","TRIPULANTE","VIUDO","M","CHILENO",81,"C3","V","N",1,"1",0,"0",0,380000,1,0,0,1,0,0,0,0,0,"S","D",3,2,1,"-70.2888418.93E-4","-18.4705058.93E-4",2017
"3743"," ","EMPLEADO","CASADO","M","CHILENO",82,"D","V","N",3,"1",0,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",3,2,1,"-68.9311758.93E-4","-22.4572328.93E-4",2017
"3744"," ","DUENA DE CASA","CASADO","F","CHILENO",78,"E","V","N",1,"7",0,"0",0,0,0,0,0,1,0,0,0,0,0,"S","D",3,3,1,"-72.9630518.93E-4","-37.2800068.93E-4",2017
